# BUSCO version is: 5.4.4 
# The lineage dataset is: saccharomycetes_odb10 (Creation date: 2020-08-05, number of genomes: 76, number of BUSCOs: 2137)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
20323at4891	Complete	contig_10	569084	570241	+	309.1	237	https://www.orthodb.org/v10?query=20323at4891	Putative glycosyltransferase HOC1
20333at4891	Complete	contig_2	87895	89376	+	303.5	310	https://www.orthodb.org/v10?query=20333at4891	tRNA A64-2'-O-ribosylphosphate transferase
20367at4891	Complete	contig_16	339480	340619	-	349.3	252	https://www.orthodb.org/v10?query=20367at4891	Anthranilate phosphoribosyltransferase
20375at4891	Complete	contig_38	516876	518084	+	492.4	310	https://www.orthodb.org/v10?query=20375at4891	Phosphatidate cytidylyltransferase
20382at4891	Complete	scaffold_37	54148	55944	+	240.8	307	https://www.orthodb.org/v10?query=20382at4891	Polynucleotide 5'-hydroxyl-kinase GRC3
20394at4891	Complete	contig_39	495910	496824	-	404.8	249	https://www.orthodb.org/v10?query=20394at4891	Translation initiation factor eIF-2B subunit alpha
20461at4891	Complete	contig_10	244245	245714	-	373.4	323	https://www.orthodb.org/v10?query=20461at4891	GPI-anchored wall transfer protein
20464at4891	Complete	contig_16	1228859	1230289	+	511.0	357	https://www.orthodb.org/v10?query=20464at4891	Nucleotide-diphospho-sugar transferase
20532at4891	Complete	contig_7	110824	111750	-	451.7	248	https://www.orthodb.org/v10?query=20532at4891	Acetolactate synthase, small subunit
20539at4891	Complete	scaffold_37	679759	680856	-	436.9	284	https://www.orthodb.org/v10?query=20539at4891	Translation initiation factor eIF-2B subunit beta
20594at4891	Complete	contig_5	573114	574094	-	337.7	245	https://www.orthodb.org/v10?query=20594at4891	Electron transfer flavoprotein, alpha subunit, C-terminal
20595at4891	Complete	contig_2	20861	21901	-	352.3	265	https://www.orthodb.org/v10?query=20595at4891	NAD(P)-binding protein
20606at4891	Complete	contig_21	506690	507916	-	515.8	315	https://www.orthodb.org/v10?query=20606at4891	Heat shock protein DnaJ, cysteine-rich domain
20608at4891	Complete	contig_23	858100	859281	+	292.5	242	https://www.orthodb.org/v10?query=20608at4891	S-adenosylmethionine decarboxylase
20734at4891	Complete	scaffold_37	912352	913509	-	329.0	287	https://www.orthodb.org/v10?query=20734at4891	Cell division control protein 73, C-terminal
20735at4891	Complete	contig_34	208260	209315	+	166.0	221	https://www.orthodb.org/v10?query=20735at4891	Ribosomal protein L1
20748at4891	Complete	contig_3	245677	246474	-	300.9	198	https://www.orthodb.org/v10?query=20748at4891	Proteasome subunit beta
20755at4891	Complete	contig_23	952788	953624	+	316.9	225	https://www.orthodb.org/v10?query=20755at4891	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
20766at4891	Complete	scaffold_25	586163	587287	-	511.5	288	https://www.orthodb.org/v10?query=20766at4891	Pyridoxal phosphate-dependent enzyme, beta subunit
20778at4891	Complete	contig_39	335316	336629	-	336.7	288	https://www.orthodb.org/v10?query=20778at4891	Zinc finger, CCHC-type
20859at4891	Complete	contig_34	282904	283779	+	425.2	252	https://www.orthodb.org/v10?query=20859at4891	Ribosome production factor 1
20893at4891	Complete	scaffold_37	160892	162391	+	290.7	302	https://www.orthodb.org/v10?query=20893at4891	Histone methyltransferase complex subunit ASH2
20912at4891	Complete	scaffold_37	375448	377988	-	348.4	518	https://www.orthodb.org/v10?query=20912at4891	Cullin homology domain
20921at4891	Complete	contig_3	149736	150653	+	442.0	229	https://www.orthodb.org/v10?query=20921at4891	MPN domain
20960at4891	Complete	contig_2	171344	172267	-	484.8	257	https://www.orthodb.org/v10?query=20960at4891	mitochondrial carrier
20998at4891	Complete	contig_10	319060	320196	+	352.3	265	https://www.orthodb.org/v10?query=20998at4891	Vacuolar protein sorting-associated protein 26
21019at4891	Complete	contig_23	369653	370780	+	307.8	290	https://www.orthodb.org/v10?query=21019at4891	RNA methyltransferase
21022at4891	Complete	contig_21	318892	319668	-	249.6	180	https://www.orthodb.org/v10?query=21022at4891	Fumarylacetoacetase-like, C-terminal
21024at4891	Complete	contig_5	232214	233077	+	252.3	215	https://www.orthodb.org/v10?query=21024at4891	Ribosomal protein L24
21089at4891	Complete	contig_5	791140	794730	+	458.1	589	https://www.orthodb.org/v10?query=21089at4891	putative protease AXL1
21145at4891	Complete	contig_38	265431	266555	-	361.1	313	https://www.orthodb.org/v10?query=21145at4891	Tetratricopeptide repeat
21150at4891	Duplicated	contig_34	97831	99135	+	492.3	297	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21150at4891	Duplicated	contig_39	452564	453859	+	478.4	297	https://www.orthodb.org/v10?query=21150at4891	Oxysterol-binding protein
21155at4891	Complete	contig_23	839090	840466	+	300.5	306	https://www.orthodb.org/v10?query=21155at4891	RNA-binding domain superfamily
21160at4891	Complete	contig_21	603753	605081	+	338.5	246	https://www.orthodb.org/v10?query=21160at4891	RNA recognition motif domain
21169at4891	Complete	contig_16	1210668	1212026	+	266.2	277	https://www.orthodb.org/v10?query=21169at4891	UBX domain
21182at4891	Complete	contig_23	259221	260201	+	488.9	283	https://www.orthodb.org/v10?query=21182at4891	Probable mitochondrial transport protein
21192at4891	Complete	scaffold_25	86991	88043	+	326.9	238	https://www.orthodb.org/v10?query=21192at4891	Mitochondrial carrier
21227at4891	Complete	contig_2	856360	857175	+	394.1	224	https://www.orthodb.org/v10?query=21227at4891	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
21248at4891	Complete	contig_16	1111510	1112733	+	368.0	306	https://www.orthodb.org/v10?query=21248at4891	5-methylaminomethyl-2-thiouridylate- methyltransferase
21253at4891	Complete	contig_12	297940	299259	+	431.0	310	https://www.orthodb.org/v10?query=21253at4891	3-oxoacyl-
21260at4891	Complete	contig_13	183308	184765	+	348.6	305	https://www.orthodb.org/v10?query=21260at4891	Protein ICE2
21277at4891	Complete	contig_16	677688	679340	+	346.6	310	https://www.orthodb.org/v10?query=21277at4891	p-loop containing nucleoside triphosphate hydrolase protein
21297at4891	Complete	contig_23	705107	706114	-	204.9	244	https://www.orthodb.org/v10?query=21297at4891	WD40 repeat
21312at4891	Complete	contig_16	273735	275180	-	578.2	333	https://www.orthodb.org/v10?query=21312at4891	SH3 domain
21346at4891	Complete	contig_5	680220	681215	+	282.5	216	https://www.orthodb.org/v10?query=21346at4891	Transcription factor Tfb4
21370at4891	Complete	scaffold_25	823770	825701	+	218.0	275	https://www.orthodb.org/v10?query=21370at4891	Vacuolar fusion protein MON1
21396at4891	Complete	contig_5	719225	720229	+	483.6	295	https://www.orthodb.org/v10?query=21396at4891	Transcription factor TFIIB
21428at4891	Complete	contig_16	82130	84094	+	863.0	553	https://www.orthodb.org/v10?query=21428at4891	Pumilio homology domain
21431at4891	Complete	contig_10	90947	93007	-	587.9	523	https://www.orthodb.org/v10?query=21431at4891	Histone-lysine N-methyltransferase
21450at4891	Complete	contig_38	288321	289325	+	197.3	178	https://www.orthodb.org/v10?query=21450at4891	25S rRNA adenine-N(1) methyltransferase
21465at4891	Complete	contig_21	486426	487295	+	444.4	252	https://www.orthodb.org/v10?query=21465at4891	U3 small nucleolar ribonucleoprotein IMP4
21467at4891	Complete	contig_2	465624	466511	+	344.5	233	https://www.orthodb.org/v10?query=21467at4891	Glucose-6-phosphate 1-epimerase
21470at4891	Complete	contig_2	543419	544333	+	259.9	215	https://www.orthodb.org/v10?query=21470at4891	Rab-GTPase-TBC domain
21506at4891	Complete	scaffold_25	46027	47499	-	271.4	400	https://www.orthodb.org/v10?query=21506at4891	MIF4G-like domain superfamily
21513at4891	Complete	contig_5	828863	830518	-	415.2	356	https://www.orthodb.org/v10?query=21513at4891	CCAAT-binding factor
21530at4891	Complete	scaffold_37	462991	463890	-	447.8	246	https://www.orthodb.org/v10?query=21530at4891	Diphthine synthase
21543at4891	Complete	contig_5	656434	657465	+	194.2	175	https://www.orthodb.org/v10?query=21543at4891	TIP41-like protein
21550at4891	Complete	contig_39	567961	569454	-	198.1	248	https://www.orthodb.org/v10?query=21550at4891	Protein LAS1
21579at4891	Complete	contig_10	442402	443412	+	274.8	245	https://www.orthodb.org/v10?query=21579at4891	MEMO1 family
21583at4891	Complete	scaffold_37	315915	316937	-	207.8	256	https://www.orthodb.org/v10?query=21583at4891	Putative SCF ubiquitin ligase complex subunit
21590at4891	Complete	contig_16	47203	48294	-	269.7	255	https://www.orthodb.org/v10?query=21590at4891	GRASP55/65
21604at4891	Complete	contig_2	597991	599472	+	427.9	366	https://www.orthodb.org/v10?query=21604at4891	tRNA modification GTPase MnmE
21612at4891	Complete	contig_12	392998	394608	-	235.1	279	https://www.orthodb.org/v10?query=21612at4891	Protoporphyrinogen oxidase
21615at4891	Complete	contig_3	74533	75390	-	243.2	183	https://www.orthodb.org/v10?query=21615at4891	P-loop containing nucleoside triphosphate hydrolase protein
21621at4891	Complete	scaffold_37	538484	539449	+	401.6	241	https://www.orthodb.org/v10?query=21621at4891	Protein CCC1
21629at4891	Complete	contig_16	1373647	1374552	+	166.4	133	https://www.orthodb.org/v10?query=21629at4891	Protein of unknown function DUF2343
21634at4891	Complete	scaffold_25	791920	793035	-	339.7	283	https://www.orthodb.org/v10?query=21634at4891	nucleic acid-binding protein
21678at4891	Complete	contig_2	257293	258378	+	234.8	179	https://www.orthodb.org/v10?query=21678at4891	XPA
21707at4891	Complete	contig_16	1106299	1107879	-	241.0	386	https://www.orthodb.org/v10?query=21707at4891	Zinc finger C2H2-type
21711at4891	Complete	scaffold_25	511072	512109	-	216.7	190	https://www.orthodb.org/v10?query=21711at4891	mitochondrial matrix Mmp37
21732at4891	Complete	contig_16	26248	27300	-	337.1	238	https://www.orthodb.org/v10?query=21732at4891	Pantothenate kinase
21752at4891	Complete	contig_23	459510	460292	+	451.0	225	https://www.orthodb.org/v10?query=21752at4891	Proteasome, subunit alpha/beta
21766at4891	Complete	scaffold_25	140789	141700	+	493.7	237	https://www.orthodb.org/v10?query=21766at4891	Prohibitin-2
21808at4891	Complete	contig_21	448446	450176	+	349.1	375	https://www.orthodb.org/v10?query=21808at4891	Actin patch protein 1
21825at4891	Complete	contig_38	644366	645253	+	367.6	224	https://www.orthodb.org/v10?query=21825at4891	GTP cyclohydrolase II
21866at4891	Complete	contig_21	44208	45062	-	363.9	249	https://www.orthodb.org/v10?query=21866at4891	ATP11
21910at4891	Complete	scaffold_37	485294	486049	+	397.7	197	https://www.orthodb.org/v10?query=21910at4891	Ribosomal RNA small subunit methyltransferase NEP1
21922at4891	Complete	contig_16	1077077	1078057	-	464.4	217	https://www.orthodb.org/v10?query=21922at4891	rRNA 2'-O-methyltransferase fibrillarin
21940at4891	Complete	contig_23	371176	372591	+	304.9	389	https://www.orthodb.org/v10?query=21940at4891	Similar to Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes
21962at4891	Complete	scaffold_25	35545	36483	+	404.9	248	https://www.orthodb.org/v10?query=21962at4891	Glycoside hydrolase family 17 protein
21977at4891	Complete	contig_23	878005	879486	-	410.6	261	https://www.orthodb.org/v10?query=21977at4891	Ribose-phosphate pyrophosphokinase
21981at4891	Complete	contig_2	433830	435110	-	291.4	282	https://www.orthodb.org/v10?query=21981at4891	Dihydrofolate synthetase
21992at4891	Complete	contig_21	257653	259017	-	200.3	280	https://www.orthodb.org/v10?query=21992at4891	Histone chaperone RTT106
21996at4891	Duplicated	contig_16	515536	516360	-	217.8	182	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
21996at4891	Duplicated	contig_23	677854	678699	-	216.4	173	https://www.orthodb.org/v10?query=21996at4891	Hydroxyacylglutathione hydrolase
22023at4891	Complete	contig_38	256628	257668	-	438.9	277	https://www.orthodb.org/v10?query=22023at4891	Very-long-chain 3-oxoacyl-CoA reductase
22040at4891	Complete	contig_21	622135	623235	-	338.4	298	https://www.orthodb.org/v10?query=22040at4891	Ribosomal protein L27
22073at4891	Complete	contig_34	234986	236056	-	388.6	227	https://www.orthodb.org/v10?query=22073at4891	K Homology domain, type 1
22093at4891	Complete	contig_2	67927	69300	+	383.1	322	https://www.orthodb.org/v10?query=22093at4891	Amidase
22104at4891	Duplicated	contig_23	210591	212828	-	525.5	489	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22104at4891	Duplicated	contig_2	178329	180497	-	492.1	480	https://www.orthodb.org/v10?query=22104at4891	Chaps-domain-containing protein
22146at4891	Complete	contig_38	497996	498925	-	409.9	248	https://www.orthodb.org/v10?query=22146at4891	ATP synthase subunit gamma
22190at4891	Complete	contig_39	215415	217295	+	444.5	340	https://www.orthodb.org/v10?query=22190at4891	RNA polymerase I-specific transcription initiation factor RRN3
22221at4891	Complete	contig_38	600037	601191	-	132.4	119	https://www.orthodb.org/v10?query=22221at4891	Formyl transferase, N-terminal
22230at4891	Complete	contig_10	439174	440634	+	264.6	268	https://www.orthodb.org/v10?query=22230at4891	DNA polymerase alpha/epsilon, subunit B
22236at4891	Complete	contig_23	76442	78010	+	325.9	297	https://www.orthodb.org/v10?query=22236at4891	Phosphodiesterase
22266at4891	Complete	contig_39	174783	175991	-	300.7	225	https://www.orthodb.org/v10?query=22266at4891	Lariat debranching enzyme
22293at4891	Complete	contig_21	518816	519664	-	311.7	237	https://www.orthodb.org/v10?query=22293at4891	Porin domain superfamily
22298at4891	Complete	contig_38	677859	678707	-	274.5	224	https://www.orthodb.org/v10?query=22298at4891	NSF attachment protein
22304at4891	Complete	contig_16	1400876	1401775	+	473.4	255	https://www.orthodb.org/v10?query=22304at4891	Mitochondrial carrier
22313at4891	Complete	contig_39	224518	225483	+	414.3	249	https://www.orthodb.org/v10?query=22313at4891	mitochondrial carrier
22335at4891	Complete	scaffold_37	52247	53728	-	119.1	108	https://www.orthodb.org/v10?query=22335at4891	Pre-mRNA-splicing factor 19
22342at4891	Complete	scaffold_25	347032	349170	+	226.6	366	https://www.orthodb.org/v10?query=22342at4891	tRNA binding
22345at4891	Complete	contig_5	824844	826940	-	435.4	528	https://www.orthodb.org/v10?query=22345at4891	Kinesin-like protein
22352at4891	Complete	scaffold_25	1050832	1053561	-	453.8	545	https://www.orthodb.org/v10?query=22352at4891	Exocyst complex component SEC15
22375at4891	Complete	scaffold_25	90337	91734	+	456.3	347	https://www.orthodb.org/v10?query=22375at4891	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial
22380at4891	Complete	scaffold_25	797088	798746	+	439.6	426	https://www.orthodb.org/v10?query=22380at4891	Ubiquitin system component Cue
22393at4891	Complete	contig_5	741443	742303	+	513.3	236	https://www.orthodb.org/v10?query=22393at4891	N-terminal nucleophile aminohydrolase
22405at4891	Complete	contig_7	123612	124541	-	450.8	264	https://www.orthodb.org/v10?query=22405at4891	Septin
22419at4891	Complete	contig_10	72837	73994	+	314.9	288	https://www.orthodb.org/v10?query=22419at4891	Glycosyltransferase family 34 protein
22429at4891	Complete	contig_3	161426	162904	+	430.6	368	https://www.orthodb.org/v10?query=22429at4891	Ubiquitin specific protease, conserved site
22443at4891	Complete	contig_10	572367	573275	-	511.0	263	https://www.orthodb.org/v10?query=22443at4891	Mitochondrial phosphate carrier protein
22450at4891	Duplicated	contig_12	347786	348742	+	453.5	266	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22450at4891	Duplicated	scaffold_25	1028870	1029862	-	464.0	273	https://www.orthodb.org/v10?query=22450at4891	GDP-mannose transporter
22513at4891	Complete	contig_13	192918	193961	-	354.9	227	https://www.orthodb.org/v10?query=22513at4891	similar to Saccharomyces cerevisiae YIL083C CAB2 Probable phosphopantothenoylcysteine synthetase (PPCS)
22516at4891	Complete	scaffold_25	506210	507292	-	374.4	262	https://www.orthodb.org/v10?query=22516at4891	Ubiquitin fusion degradation protein 1
22532at4891	Complete	contig_10	329153	330409	+	126.5	212	https://www.orthodb.org/v10?query=22532at4891	Snf7 family
22538at4891	Complete	contig_21	472216	473832	+	519.0	351	https://www.orthodb.org/v10?query=22538at4891	mitochondrial carrier
22615at4891	Complete	contig_5	129234	130187	-	341.0	220	https://www.orthodb.org/v10?query=22615at4891	Dolichyl-phosphate beta-glucosyltransferase
22625at4891	Complete	contig_16	467830	468762	-	395.9	241	https://www.orthodb.org/v10?query=22625at4891	Sphingolipid C4-hydroxylase SUR2
22637at4891	Complete	contig_5	657794	659011	+	450.9	318	https://www.orthodb.org/v10?query=22637at4891	Translation initiation factor IF2/IF5
22645at4891	Complete	contig_21	369462	370919	-	442.7	339	https://www.orthodb.org/v10?query=22645at4891	RNA-binding S4 domain
22775at4891	Complete	contig_38	97754	98893	-	324.6	260	https://www.orthodb.org/v10?query=22775at4891	WD40/YVTN repeat-like-containing domain superfamily
22807at4891	Complete	contig_5	601428	602162	-	451.1	214	https://www.orthodb.org/v10?query=22807at4891	Eukaryotic translation initiation factor 6
22819at4891	Complete	contig_16	303217	304251	+	391.4	233	https://www.orthodb.org/v10?query=22819at4891	Golgi phosphoprotein 3-like
22821at4891	Complete	contig_39	172091	173098	-	260.8	217	https://www.orthodb.org/v10?query=22821at4891	ATP-dependent (S)-NAD(P)H-hydrate dehydratase
22833at4891	Complete	contig_23	652406	653590	-	208.4	255	https://www.orthodb.org/v10?query=22833at4891	SGS domain
22851at4891	Complete	contig_21	221530	223293	-	409.9	438	https://www.orthodb.org/v10?query=22851at4891	Zinc finger C2H2-type
22859at4891	Complete	contig_38	662002	662724	-	340.8	195	https://www.orthodb.org/v10?query=22859at4891	Proteasome, subunit alpha/beta
22870at4891	Complete	scaffold_37	790918	791775	-	326.7	210	https://www.orthodb.org/v10?query=22870at4891	Carbon-nitrogen hydrolase
22884at4891	Complete	contig_10	684522	685598	-	506.0	309	https://www.orthodb.org/v10?query=22884at4891	Homoserine dehydrogenase
22920at4891	Complete	scaffold_37	767315	768250	+	442.1	265	https://www.orthodb.org/v10?query=22920at4891	60S acidic ribosomal protein P0
22930at4891	Complete	contig_5	563697	564794	+	325.9	277	https://www.orthodb.org/v10?query=22930at4891	Histone acetyltransferase type B catalytic subunit
23023at4891	Complete	contig_5	640620	642845	+	444.8	473	https://www.orthodb.org/v10?query=23023at4891	Zinc finger, PHD-type
23029at4891	Complete	contig_12	460248	461039	-	420.6	236	https://www.orthodb.org/v10?query=23029at4891	Orotidine 5'-phosphate decarboxylase
23053at4891	Complete	contig_23	531516	532562	+	274.2	287	https://www.orthodb.org/v10?query=23053at4891	Leo1-like protein
23077at4891	Complete	scaffold_37	970273	971190	+	173.3	196	https://www.orthodb.org/v10?query=23077at4891	Ribosomal protein L47, mitochondrial
23089at4891	Complete	contig_5	274087	275160	+	390.8	282	https://www.orthodb.org/v10?query=23089at4891	Serine/threonine-protein phosphatase 2A activator
23143at4891	Complete	contig_5	894271	895239	-	388.8	257	https://www.orthodb.org/v10?query=23143at4891	terpenoid cyclases/Protein prenyltransferase
23175at4891	Complete	contig_5	683961	684725	-	334.2	217	https://www.orthodb.org/v10?query=23175at4891	Chorismate mutase
23197at4891	Complete	contig_23	885851	886990	+	142.1	208	https://www.orthodb.org/v10?query=23197at4891	inositol-1,4,5-trisphosphate 5-phosphatase, putative
23222at4891	Complete	contig_3	38811	39572	-	387.0	217	https://www.orthodb.org/v10?query=23222at4891	Phosphomannomutase
23226at4891	Complete	scaffold_37	38612	39403	-	415.3	205	https://www.orthodb.org/v10?query=23226at4891	Succinate dehydrogenase 
23232at4891	Complete	contig_23	131090	132058	+	205.7	168	https://www.orthodb.org/v10?query=23232at4891	RNA polymerase Rpb7, N-terminal
23253at4891	Complete	scaffold_25	799160	800506	-	278.7	302	https://www.orthodb.org/v10?query=23253at4891	WD40/YVTN repeat-like-containing domain superfamily
23265at4891	Complete	contig_5	139230	141293	+	437.6	365	https://www.orthodb.org/v10?query=23265at4891	Uncharacterised protein family UPF0061
23266at4891	Complete	contig_16	268519	270387	+	674.7	450	https://www.orthodb.org/v10?query=23266at4891	Ubiquitin-activating enzyme
23312at4891	Complete	contig_34	369886	371157	-	466.4	287	https://www.orthodb.org/v10?query=23312at4891	putative metallocarboxypeptidase ECM14
23339at4891	Complete	contig_39	478875	480500	-	348.4	360	https://www.orthodb.org/v10?query=23339at4891	RBR-type E3 ubiquitin transferase
23340at4891	Complete	contig_5	717594	718883	-	119.3	329	https://www.orthodb.org/v10?query=23340at4891	WD40/YVTN repeat-like-containing domain superfamily
23345at4891	Complete	contig_39	298642	299793	+	352.6	302	https://www.orthodb.org/v10?query=23345at4891	Protein of unknown function DUF4448
23351at4891	Complete	contig_38	682413	683927	+	377.9	270	https://www.orthodb.org/v10?query=23351at4891	Histone acetyltransferase
23355at4891	Complete	contig_2	74908	75960	-	141.8	163	https://www.orthodb.org/v10?query=23355at4891	Aminotransferase class IV
23357at4891	Complete	contig_13	217298	219694	-	461.4	557	https://www.orthodb.org/v10?query=23357at4891	Exocyst complex component EXOC3/Sec6
23379at4891	Complete	contig_39	528078	528881	-	259.6	212	https://www.orthodb.org/v10?query=23379at4891	Histidine phosphatase superfamily
23380at4891	Complete	scaffold_25	95129	95908	+	458.0	223	https://www.orthodb.org/v10?query=23380at4891	Proteasome endopeptidase complex
23386at4891	Complete	contig_13	394716	395777	-	237.6	222	https://www.orthodb.org/v10?query=23386at4891	Dual specificity phosphatase
23392at4891	Complete	contig_23	591291	592316	-	355.0	225	https://www.orthodb.org/v10?query=23392at4891	Zinc finger, CCCH-type
23410at4891	Complete	contig_23	810238	811461	+	297.2	281	https://www.orthodb.org/v10?query=23410at4891	Programmed cell death protein 2, C-terminal
23507at4891	Complete	contig_39	103953	105332	+	473.3	327	https://www.orthodb.org/v10?query=23507at4891	Ornithine decarboxylase
23560at4891	Complete	contig_2	618489	620057	-	154.7	358	https://www.orthodb.org/v10?query=23560at4891	Bud22 domain
23588at4891	Complete	contig_16	615953	617956	-	321.7	507	https://www.orthodb.org/v10?query=23588at4891	Glucosidase 2 subunit beta
23590at4891	Complete	scaffold_37	929200	931284	+	127.9	293	https://www.orthodb.org/v10?query=23590at4891	G-patch domain
23591at4891	Complete	contig_23	835647	836399	-	340.6	183	https://www.orthodb.org/v10?query=23591at4891	Proteasome endopeptidase complex
23635at4891	Complete	contig_13	338983	339774	+	351.8	202	https://www.orthodb.org/v10?query=23635at4891	Cytosolic Fe-S cluster assembly factor CFD1
23699at4891	Complete	scaffold_37	343797	344990	+	244.1	257	https://www.orthodb.org/v10?query=23699at4891	ribonuclease H-like protein
23723at4891	Complete	scaffold_25	182656	183423	+	272.5	202	https://www.orthodb.org/v10?query=23723at4891	Electron transfer flavoprotein, beta subunit
23739at4891	Complete	contig_39	427347	428363	-	81.8	111	https://www.orthodb.org/v10?query=23739at4891	Ribonuclease H-like protein
23741at4891	Complete	scaffold_37	321488	322519	+	448.5	293	https://www.orthodb.org/v10?query=23741at4891	3-keto-steroid reductase
23747at4891	Complete	contig_7	245777	246988	+	212.9	212	https://www.orthodb.org/v10?query=23747at4891	Zinc finger, RING-type
23750at4891	Complete	contig_38	687180	688388	+	260.9	235	https://www.orthodb.org/v10?query=23750at4891	Deoxyribonuclease Tat-D
23784at4891	Complete	contig_23	747268	748203	+	323.2	173	https://www.orthodb.org/v10?query=23784at4891	Ribosome biogenesis protein
23839at4891	Complete	contig_38	691265	692533	-	256.7	244	https://www.orthodb.org/v10?query=23839at4891	SEP domain
23884at4891	Complete	contig_13	66061	66987	-	316.8	214	https://www.orthodb.org/v10?query=23884at4891	Pantoate-beta-alanine ligase
23894at4891	Complete	contig_12	99327	100331	+	371.5	256	https://www.orthodb.org/v10?query=23894at4891	metal-dependent protein hydrolase
23912at4891	Complete	scaffold_25	334961	335731	-	378.8	201	https://www.orthodb.org/v10?query=23912at4891	Proteasome endopeptidase complex
23913at4891	Complete	contig_12	380708	381805	-	456.9	274	https://www.orthodb.org/v10?query=23913at4891	Guanine nucleotide binding protein, alpha subunit
23956at4891	Complete	scaffold_37	360566	361918	+	328.2	230	https://www.orthodb.org/v10?query=23956at4891	Zinc finger, CCHC-type
23964at4891	Complete	scaffold_25	862392	864176	+	355.6	410	https://www.orthodb.org/v10?query=23964at4891	Mannosyltransferase
23973at4891	Complete	contig_23	368657	369310	-	326.0	174	https://www.orthodb.org/v10?query=23973at4891	Imidazoleglycerol-phosphate dehydratase
23976at4891	Complete	scaffold_25	67871	69253	+	362.4	193	https://www.orthodb.org/v10?query=23976at4891	GTP cyclohydrolase I
24034at4891	Complete	contig_16	265660	266670	-	382.9	239	https://www.orthodb.org/v10?query=24034at4891	Protein SPT3
24073at4891	Complete	contig_39	597565	598497	+	455.9	247	https://www.orthodb.org/v10?query=24073at4891	Tetrahydrofolate dehydrogenase/cyclohydrolase
24077at4891	Complete	contig_21	128283	129956	-	241.9	301	https://www.orthodb.org/v10?query=24077at4891	Rab guanine nucleotide exchange factor SEC2
24095at4891	Complete	contig_5	58395	59933	+	423.8	429	https://www.orthodb.org/v10?query=24095at4891	Uncharacterised protein family UPF0662
24098at4891	Complete	contig_5	200507	201703	+	362.2	259	https://www.orthodb.org/v10?query=24098at4891	NAD kinase
24114at4891	Complete	contig_3	249113	249934	+	198.4	202	https://www.orthodb.org/v10?query=24114at4891	26S proteasome non-ATPase regulatory subunit 8
24120at4891	Complete	contig_23	488922	489854	+	169.4	164	https://www.orthodb.org/v10?query=24120at4891	Thiamine pyrophosphokinase
24124at4891	Complete	contig_10	369536	370510	-	263.9	241	https://www.orthodb.org/v10?query=24124at4891	Geranylgeranyl transferase type II alpha subunit
24143at4891	Complete	scaffold_25	306839	308047	-	397.4	261	https://www.orthodb.org/v10?query=24143at4891	Protein of unknown function DUF2838
24162at4891	Complete	contig_10	286418	288253	+	309.3	443	https://www.orthodb.org/v10?query=24162at4891	DnaJ domain
24207at4891	Complete	contig_16	757028	757819	-	155.7	144	https://www.orthodb.org/v10?query=24207at4891	RWD domain
24230at4891	Complete	contig_34	398668	400365	+	303.7	334	https://www.orthodb.org/v10?query=24230at4891	Peroxin domain
24240at4891	Complete	contig_38	74962	75654	+	299.6	189	https://www.orthodb.org/v10?query=24240at4891	similar to Saccharomyces cerevisiae YBR261C TAE1 AdoMet-dependent proline methyltransferase
24249at4891	Complete	contig_4	150567	151328	+	215.6	153	https://www.orthodb.org/v10?query=24249at4891	Cytochrome c heme lyase
24255at4891	Complete	contig_39	494939	495784	+	184.6	175	https://www.orthodb.org/v10?query=24255at4891	DNA-directed RNA polymerase III subunit RPC5
24271at4891	Complete	scaffold_25	189534	190664	+	517.6	326	https://www.orthodb.org/v10?query=24271at4891	Choline-phosphate cytidylyltransferase
24305at4891	Complete	scaffold_37	457168	459777	-	568.7	628	https://www.orthodb.org/v10?query=24305at4891	Exocyst complex component SEC10
24318at4891	Complete	scaffold_37	868486	869292	+	233.0	209	https://www.orthodb.org/v10?query=24318at4891	Mitochondrial ATPase complex subunit ATP10
24320at4891	Complete	contig_39	598673	599704	-	377.1	244	https://www.orthodb.org/v10?query=24320at4891	Ribosome biogenesis protein RPF2
24329at4891	Complete	contig_10	659083	660087	-	153.2	191	https://www.orthodb.org/v10?query=24329at4891	Lysine methyltransferase
24360at4891	Complete	contig_34	224313	225158	-	271.1	214	https://www.orthodb.org/v10?query=24360at4891	ribonuclease activity
24376at4891	Complete	contig_16	378197	378979	-	323.4	231	https://www.orthodb.org/v10?query=24376at4891	Ribosomal protein S15
24398at4891	Complete	contig_5	238104	239897	-	541.8	440	https://www.orthodb.org/v10?query=24398at4891	Nuclear RNA export factor
24421at4891	Complete	contig_13	177754	178488	-	215.1	166	https://www.orthodb.org/v10?query=24421at4891	37S ribosomal protein S25, mitochondrial
24461at4891	Complete	contig_21	38581	39432	+	306.5	219	https://www.orthodb.org/v10?query=24461at4891	alpha/beta-hydrolase
